real	34m55.755s
user	32m29.944s
sys	1m23.012s




total_elements, symbols, declare_fun, declare_sort, check_sat, assert, argument, push, pop, let_bindings, forall, exists, core_true, core_false, core_not, core_imply, core_and, core_or, core_xor, core_distinct, mult, plus, equals, int_le_or_gr, int_leq_or_grq, bvand, bvor, bvxor, bvnand, bvnor, bvcomp, bvadd, bvmul, bvs_l_g, bvs_le_ge, bvu_l_g, bvu_le_ge  
14, 9, 3, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0
7, 5, 3, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12, 8, 3, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
25, 15, 2, 0, 1, 1, 0, 0, 0, 3, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0
12, 8, 3, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
130, 66, 10, 0, 1, 1, 0, 0, 0, 4, 0, 0, 0, 0, 11, 0, 1, 0, 0, 0, 0, 0, 19, 0, 0, 0, 6, 0, 0, 0, 0, 5, 1, 0, 0, 4, 4
302, 279, 71, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 70, 0, 1, 0, 0, 0
213, 114, 10, 0, 1, 1, 0, 0, 0, 4, 0, 0, 0, 0, 13, 0, 1, 0, 0, 0, 0, 0, 21, 0, 0, 0, 6, 0, 0, 0, 0, 11, 0, 0, 0, 3, 21
531, 269, 65, 0, 1, 1, 0, 0, 0, 24, 0, 0, 0, 0, 34, 0, 1, 0, 0, 0, 0, 0, 65, 0, 0, 0, 23, 0, 0, 0, 0, 63, 0, 1, 0, 16, 19
16, 9, 2, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0
51, 28, 3, 0, 1, 1, 0, 0, 0, 3, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 4, 0, 0, 0, 1, 0, 0, 0, 0, 4, 0, 3, 3, 1, 3
53, 44, 12, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 1, 0, 0, 0
36, 21, 3, 0, 1, 1, 0, 0, 0, 3, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 4, 0, 0, 0, 1, 0, 0, 0, 0, 3, 0, 1, 1, 2, 2
185, 99, 10, 0, 1, 1, 0, 0, 0, 2, 0, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 11, 0, 0, 0, 6, 0, 0, 0, 0, 10, 0, 0, 0, 1, 18
26, 15, 3, 0, 1, 1, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 2, 2, 0
79, 68, 22, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 1, 0, 0, 0
17, 8, 3, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 1, 1, 0, 0, 0, 0, 2, 0, 1, 0, 0, 1
14, 7, 3, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1
1757, 1003, 246, 0, 1, 1, 0, 0, 0, 39, 0, 0, 0, 0, 152, 0, 1, 0, 0, 0, 0, 0, 282, 0, 0, 0, 114, 0, 0, 0, 0, 124, 0, 12, 14, 60, 42
6, 4, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
436, 210, 47, 0, 1, 1, 0, 0, 0, 17, 0, 0, 0, 0, 23, 0, 1, 0, 0, 0, 0, 0, 45, 0, 0, 0, 17, 0, 0, 0, 0, 43, 0, 0, 0, 17, 15
10, 6, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
283, 272, 84, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 83, 0, 1, 0, 0, 0
23, 11, 3, 0, 1, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 1, 1, 0, 0, 0, 0, 3, 1, 1, 0, 0, 1
26, 13, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0
2495, 1373, 316, 0, 1, 1, 0, 0, 0, 46, 0, 0, 0, 0, 240, 0, 1, 0, 0, 0, 0, 0, 423, 0, 0, 0, 148, 0, 0, 0, 0, 163, 0, 16, 17, 80, 79
2326, 1289, 300, 0, 1, 1, 0, 0, 0, 44, 0, 0, 0, 0, 220, 0, 1, 0, 0, 0, 0, 0, 390, 0, 0, 0, 140, 0, 0, 0, 0, 154, 0, 22, 16, 65, 67
21, 14, 10, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 4, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25, 15, 3, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 5, 0, 1, 0, 0, 0, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
469, 231, 53, 0, 1, 1, 0, 0, 0, 20, 0, 0, 0, 0, 26, 0, 1, 0, 0, 0, 0, 0, 52, 0, 0, 0, 19, 0, 0, 0, 0, 49, 0, 0, 0, 20, 21
49, 26, 3, 0, 1, 1, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 4, 0, 0, 0, 1, 0, 0, 0, 0, 6, 0, 2, 3, 1, 2
520, 264, 65, 0, 1, 1, 0, 0, 0, 22, 0, 0, 0, 0, 31, 0, 1, 0, 0, 0, 0, 0, 62, 0, 0, 0, 23, 0, 0, 0, 0, 60, 0, 1, 0, 21, 19
59, 32, 10, 0, 1, 1, 0, 0, 0, 2, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 6, 0, 0, 0, 6, 0, 0, 0, 0, 1, 0, 0, 0, 2, 3
1010, 605, 164, 0, 1, 1, 0, 0, 0, 32, 0, 0, 0, 0, 78, 0, 1, 0, 0, 0, 0, 0, 147, 0, 0, 0, 76, 0, 0, 0, 0, 84, 0, 2, 1, 45, 26
195, 104, 10, 0, 1, 1, 0, 0, 0, 2, 0, 0, 0, 0, 7, 0, 1, 0, 0, 0, 0, 0, 12, 0, 0, 0, 6, 0, 0, 0, 0, 11, 0, 1, 0, 2, 20
2627, 1441, 332, 0, 1, 1, 0, 0, 0, 47, 0, 0, 0, 0, 251, 0, 1, 0, 0, 0, 0, 0, 445, 0, 0, 0, 156, 0, 0, 0, 0, 171, 0, 16, 19, 86, 84
3, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
15, 9, 3, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0
135, 62, 10, 0, 1, 1, 0, 0, 0, 3, 0, 0, 0, 0, 10, 0, 1, 0, 0, 0, 0, 0, 15, 0, 0, 0, 6, 0, 0, 0, 0, 1, 0, 0, 0, 5, 11
3, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
196, 94, 23, 0, 1, 1, 0, 0, 0, 8, 0, 0, 0, 0, 10, 0, 1, 0, 0, 0, 0, 0, 20, 0, 0, 0, 9, 0, 0, 0, 0, 17, 0, 1, 0, 7, 9
10, 7, 3, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
21, 10, 3, 0, 1, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 1, 1, 0, 0, 0, 0, 2, 0, 1, 0, 0, 1
6, 4, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6, 4, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
396, 188, 41, 0, 1, 1, 0, 0, 0, 16, 0, 0, 0, 0, 20, 0, 1, 0, 0, 0, 0, 0, 39, 0, 0, 0, 15, 0, 0, 0, 0, 37, 0, 0, 0, 19, 13
528, 268, 65, 0, 1, 1, 0, 0, 0, 24, 0, 0, 0, 0, 33, 0, 1, 0, 0, 0, 0, 0, 64, 0, 0, 0, 23, 0, 0, 0, 0, 62, 0, 1, 0, 16, 19
26, 18, 6, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0
28, 15, 1, 0, 1, 1, 0, 0, 0, 3, 0, 0, 0, 0, 5, 0, 1, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 1, 0, 0, 0
66, 34, 10, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 5, 0, 1, 0, 0, 0, 0, 0, 10, 0, 0, 0, 6, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1
72, 37, 3, 0, 1, 1, 0, 0, 0, 3, 0, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 10, 0, 0, 0, 1, 0, 0, 0, 0, 8, 0, 2, 3, 1, 4
44, 25, 3, 0, 1, 1, 0, 0, 0, 3, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 4, 0, 0, 0, 1, 0, 0, 0, 0, 3, 0, 2, 3, 1, 2
14, 7, 3, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1
46, 26, 3, 0, 1, 1, 0, 0, 0, 3, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 4, 0, 0, 0, 1, 0, 0, 0, 0, 3, 0, 2, 3, 3, 1
2627, 1441, 332, 0, 1, 1, 0, 0, 0, 47, 0, 0, 0, 0, 251, 0, 1, 0, 0, 0, 0, 0, 445, 0, 0, 0, 156, 0, 0, 0, 0, 171, 0, 16, 19, 86, 84
16, 10, 3, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
18, 8, 3, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 1, 1, 0, 0, 0, 0, 2, 0, 1, 0, 0, 1
9, 5, 3, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0
35, 21, 10, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 6, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
47, 35, 20, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 8, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
86, 44, 10, 0, 1, 1, 0, 0, 0, 2, 0, 0, 0, 0, 7, 0, 1, 0, 0, 0, 0, 0, 11, 0, 0, 0, 6, 0, 0, 0, 0, 2, 1, 0, 0, 0, 6
81, 42, 10, 0, 1, 1, 0, 0, 0, 2, 0, 0, 0, 0, 5, 0, 1, 0, 0, 0, 0, 0, 10, 0, 0, 0, 6, 0, 0, 0, 0, 1, 1, 0, 0, 1, 6
8, 5, 3, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9, 5, 3, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0
94, 83, 22, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0
32, 15, 1, 0, 1, 1, 0, 0, 0, 3, 0, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 1, 0, 0, 1
15, 9, 3, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0
7, 4, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
9, 5, 3, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
10, 7, 3, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
118, 107, 27, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 1, 0, 0, 0
16, 10, 3, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
1778, 1010, 246, 0, 1, 1, 0, 0, 0, 39, 0, 0, 0, 0, 158, 0, 1, 0, 0, 0, 0, 0, 288, 0, 0, 0, 114, 0, 0, 0, 0, 125, 0, 12, 14, 61, 42
74, 64, 19, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0
12, 7, 1, 0, 1, 1, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0
30, 14, 1, 0, 1, 1, 0, 0, 0, 3, 0, 0, 0, 0, 5, 0, 1, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 1, 0, 0, 1
33, 19, 3, 0, 1, 1, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 3, 0, 1, 2, 2, 1
7, 4, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
16, 9, 3, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 3, 1, 0, 0, 0
72, 40, 10, 0, 1, 1, 0, 0, 0, 2, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 6, 0, 0, 0, 6, 0, 0, 0, 0, 2, 0, 0, 0, 0, 7
550, 283, 71, 0, 1, 1, 0, 0, 0, 25, 0, 0, 0, 0, 35, 0, 1, 0, 0, 0, 0, 0, 69, 0, 0, 0, 25, 0, 0, 0, 0, 67, 0, 1, 0, 21, 23
22, 12, 2, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0
1763, 1005, 246, 0, 1, 1, 0, 0, 0, 39, 0, 0, 0, 0, 154, 0, 1, 0, 0, 0, 0, 0, 284, 0, 0, 0, 114, 0, 0, 0, 0, 124, 0, 12, 14, 60, 43
336, 159, 35, 0, 1, 1, 0, 0, 0, 13, 0, 0, 0, 0, 17, 0, 1, 0, 0, 0, 0, 0, 33, 0, 0, 0, 13, 0, 0, 0, 0, 31, 0, 0, 0, 13, 14
131, 80, 22, 0, 1, 1, 0, 0, 0, 4, 0, 0, 0, 0, 7, 0, 1, 0, 0, 0, 0, 0, 19, 0, 0, 0, 10, 0, 0, 0, 0, 9, 0, 4, 2, 2, 4
9, 5, 3, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
77, 41, 10, 0, 1, 1, 0, 0, 0, 2, 0, 0, 0, 0, 5, 0, 1, 0, 0, 0, 0, 0, 9, 0, 0, 0, 6, 0, 0, 0, 0, 1, 0, 0, 0, 1, 6
12, 7, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
46, 20, 5, 0, 1, 1, 0, 0, 0, 2, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 4, 0, 0, 0, 3, 0, 0, 0, 0, 2, 0, 1, 0, 3, 1
1588, 909, 224, 0, 1, 1, 0, 0, 0, 38, 0, 0, 0, 0, 140, 0, 1, 0, 0, 0, 0, 0, 253, 0, 0, 0, 104, 0, 0, 0, 0, 114, 0, 13, 6, 56, 44
1996, 1124, 268, 0, 1, 1, 0, 0, 0, 40, 0, 0, 0, 0, 182, 0, 1, 0, 0, 0, 0, 0, 328, 0, 0, 0, 124, 0, 0, 0, 0, 136, 0, 10, 15, 69, 62
459, 225, 53, 0, 1, 1, 0, 0, 0, 18, 0, 0, 0, 0, 25, 0, 1, 0, 0, 0, 0, 0, 50, 0, 0, 0, 19, 0, 0, 0, 0, 47, 0, 0, 0, 18, 10
188, 174, 51, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0
816, 489, 142, 0, 1, 1, 0, 0, 0, 29, 0, 0, 0, 0, 59, 0, 1, 0, 0, 0, 0, 0, 113, 0, 0, 0, 66, 0, 0, 0, 0, 73, 0, 1, 0, 34, 17
8, 5, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
207, 111, 10, 0, 1, 1, 0, 0, 0, 4, 0, 0, 0, 0, 10, 0, 1, 0, 0, 0, 0, 0, 18, 0, 0, 0, 6, 0, 0, 0, 0, 11, 0, 0, 0, 3, 21
502, 251, 59, 0, 1, 1, 0, 0, 0, 22, 0, 0, 0, 0, 30, 0, 1, 0, 0, 0, 0, 0, 59, 0, 0, 0, 21, 0, 0, 0, 0, 56, 0, 0, 0, 14, 18
7, 5, 3, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
75, 40, 10, 0, 1, 1, 0, 0, 0, 2, 0, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 10, 0, 0, 0, 6, 0, 0, 0, 0, 1, 0, 1, 0, 1, 5
3, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9, 5, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2495, 1373, 316, 0, 1, 1, 0, 0, 0, 46, 0, 0, 0, 0, 240, 0, 1, 0, 0, 0, 0, 0, 422, 0, 0, 0, 148, 0, 0, 0, 0, 163, 0, 15, 19, 87, 73
31, 19, 10, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 5, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1
65, 36, 10, 0, 1, 1, 0, 0, 0, 2, 0, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 9, 0, 0, 0, 6, 0, 0, 0, 0, 1, 0, 0, 0, 2, 4
3, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
466, 229, 53, 0, 1, 1, 0, 0, 0, 19, 0, 0, 0, 0, 26, 0, 1, 0, 0, 0, 0, 0, 51, 0, 0, 0, 19, 0, 0, 0, 0, 49, 0, 0, 0, 25, 11
14, 8, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20, 11, 1, 0, 1, 1, 0, 0, 0, 2, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0
12, 7, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
28, 16, 3, 0, 1, 1, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 2, 2, 0
1013, 606, 164, 0, 1, 1, 0, 0, 0, 32, 0, 0, 0, 0, 79, 0, 1, 0, 0, 0, 0, 0, 148, 0, 0, 0, 76, 0, 0, 0, 0, 84, 0, 2, 1, 44, 26
24, 13, 1, 0, 1, 1, 0, 0, 0, 3, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 1, 0, 0, 0
4, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
28, 13, 1, 0, 1, 1, 0, 0, 0, 3, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 1, 0, 0, 1
11, 7, 5, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
54, 30, 3, 0, 1, 1, 0, 0, 0, 3, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 6, 0, 0, 0, 1, 0, 0, 0, 0, 4, 0, 3, 3, 1, 3
120, 56, 10, 0, 1, 1, 0, 0, 0, 3, 0, 0, 0, 0, 9, 0, 1, 0, 0, 0, 0, 0, 12, 0, 0, 0, 6, 0, 0, 0, 0, 1, 0, 1, 0, 4, 10
216, 115, 10, 0, 1, 1, 0, 0, 0, 4, 0, 0, 0, 0, 10, 0, 1, 0, 0, 0, 0, 0, 18, 0, 0, 0, 6, 0, 0, 0, 0, 12, 0, 0, 0, 3, 16
2319, 1285, 300, 0, 1, 1, 0, 0, 0, 44, 0, 0, 0, 0, 219, 0, 1, 0, 0, 0, 0, 0, 388, 0, 0, 0, 140, 0, 0, 0, 0, 154, 0, 14, 20, 68, 63
286, 277, 63, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 0, 0, 0, 0, 0
21, 12, 3, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 2, 1, 0
14, 10, 6, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
